centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_desc_abreviada,centro_tipo_descripcion,centro_titularidad,centro_titular,nif_titular,nif_centro,dat_codigo,dat_nombre,direccion_via_tipo,direccion_via_nombre,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,distrito_codigo,distrito_nombre,contacto_telefono1,contacto_telefono2,contacto_telefono3,contacto_telefono4,contacto_fax,contacto_web,contacto_email1,contacto_email2,direccion_coor_x,direccion_coor_y,situación,fecha_constitución,lon,lat
28056734,PROJARDIN VENTAS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"PROMOCION DE JARDINES DE INFANCIA, S.A. (PROJARDIN,S.A.)",****3889*,,5,Madrid-Capital,CALLE,de Ramón Patuel,10,28017.0,79,Madrid,15.0,Ciudad Lineal,917250134,,,,917250134,,ventas@projardin.es,,444341.0,4475490.0,ALTA,2000-12-01,-3.6561669812232673,40.42818486263176
28056783,NUESTRA SEÑORA DE LA FUENCISLA,6,EEI-CN,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,COMUNIDAD DE MADRID,****0001*,,5,Madrid-Capital,CALLE,de Tomelloso,39,28026.0,79,Madrid,12.0,Usera,914752598,,,,914752598,http://www.educa.madrid.org/cn.fuencisla.madrid,cn.fuencisla.madrid@educa.madrid.org,,440733.0,4470197.0,ALTA,2001-05-03,-3.6982061217854976,40.38025364283863
28056849,ESCUELA MONTESSORI MADRID,4,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"ELAP EDUCACION, S.L.",****4210*,,5,Madrid-Capital,CALLE,de Lamiaco,12,28023.0,79,Madrid,9.0,Moncloa-Aravaca,913729720,689708887,,,,www.escuelamontessorimadrid.com,casamontessorimadrid@gmail.com,bettygelger@gmail.com,430364.0,4480679.0,ALTA,2000-12-20,-3.821497186602016,40.473875717259915
28056850,LITTLE FEM,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"COGUARD, S.L.",****3865*,,5,Madrid-Capital,CALLE,del General Asensio Cabanillas,37,28003.0,79,Madrid,7.0,Chamberí,915335469,,,,,,paloma@colegiofem.es,,439057.0,4477409.0,ALTA,2000-12-20,-3.718639940114101,40.44510168927902
28056862,SAN VICTOR,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,PARROQUIA DE SAN VICTOR,****0564*,****0564*,5,Madrid-Capital,PLAZA,de Pico Salvaguardia,s/n,28035.0,79,Madrid,8.0,Fuencarral-El Pardo,917387714,,,,917387714,http://www.educacioninfantilsanvictor.es,cc.sanvictor.madrid@educa.madrid.org,ceisanvictor@gmail.com,439006.0,4481488.0,ALTA,2000-12-22,-3.71963333623512,40.481843080046474
28056874,EL JARDIN DE LOS GENIOS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"HERMANAS OVEJERO PUENTE, S.L.",****3543*,,5,Madrid-Capital,CALLE,de Evaristo San Miguel,11,28008.0,79,Madrid,9.0,Moncloa-Aravaca,915478067,635805024,,,,http://www.eljardindelosgenios.es,contacto@eljardindelosgenios.es,contacto@eljardindelosgenios.es,439283.0,4475322.0,ALTA,2000-12-20,-3.7157757441303683,40.4263176567891
28056886,GSD MORATALAZ,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"GREDOS SAN DIEGO, SDAD. COOP. MADRILEÑA",****3752*,,5,Madrid-Capital,CALLE,de Luis de Hoyos Sáinz,170,28030.0,79,Madrid,14.0,Moratalaz,917723811,917861347,,,917723121,http://www.gsdeducacion.com/,cc.gsandiegomoratalaz.madrid@educa.madrid.org,moratalaz@gsdeducacion.com,446671.0,4472732.0,ALTA,2000-12-22,-3.628468867254178,40.40349174661694
28057015,EL SOL,14,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,COMUNIDAD DE MADRID,****0001*,****8639*,5,Madrid-Capital,AVDA,de Canillejas a Vicálvaro,82,28022.0,79,Madrid,20.0,San Blas-Canillejas,913060345,913060349,917754201,903060349,913060347,http://www.educa.madrid.org/cp.elsol.madrid,cp.elsol.madrid@educa.madrid.org,cp.elsol.Madrid@educa.madrid.org,448077.0,4475099.0,ALTA,2001-06-28,-3.612093610902242,40.424904068452385
28057091,TODO PARA LA INFANCIA,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,TODO PARA LA INFANCIA. S.L.,****9877*,,5,Madrid-Capital,AVDA,del Doctor Federico Rubio y Galí,106,28039.0,79,Madrid,9.0,Moncloa-Aravaca,914507782,670639349,,,914507782,http://www.todoparalainfancia.es,todoparalainfancia@gmail.com,lanieva8@gmail.com,439484.0,4478647.0,ALTA,2001-01-22,-3.7137231085240683,40.456285277270695
28057106,TODO NIÑOS NURSERY SCHOOL (BRITANICO),94,CEXTRAN ESP,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,PRIVADO,"EL MARAVILLOSO MUNDO DE LOS  NIÑOS, S.L.",****0328*,,5,Madrid-Capital,CALLE,de Serrano,163,28002.0,79,Madrid,5.0,Chamartín,914116979,914110571,,,915631863,www.todoninos.es,info@todoninos.es,mcastellanos@todoninos.es,442003.0,4477716.0,ALTA,2001-02-05,-3.683931145200647,40.44807801651469
28057143,GLOBOS,4,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"CENTRO INFANTIL GLOBOS, S.L. UNIPERSONAL",****3526*,,5,Madrid-Capital,CALLE,del Arroyo de la Media Legua,29,28030.0,79,Madrid,14.0,Moratalaz,914370889,646728452,,,,,globos@escuelainfantilmoratalaz.es,patricia@escuelainfantilmoratalaz.es,444328.0,4473570.0,ALTA,2001-02-27,-3.6561521619809145,40.4108875658455
28057155,NUESTRA SEÑORA DE LAS VICTORIAS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,OBRAS PARROQUIALES NUESTRA SEÑORA DE LAS VICTORIAS,****1782*,,5,Madrid-Capital,CALLE,de Fray Junipero Serra,26,28039.0,79,Madrid,6.0,Tetuán,915703462,618077047,,,915703462,http://www.escuelansvictorias.es,cc.nsvictoriastetuan.madrid@educa.madrid.org,secretaria@escuelansvictorias.es,440672.0,4479568.0,ALTA,2001-03-12,-3.6997989792895845,40.46466768101693
28057246,MANUEL VAZQUEZ MONTALBAN,185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,AYUNTAMIENTO,****7900*,,5,Madrid-Capital,CALLE,de Francos Rodríguez,67,28039.0,79,Madrid,6.0,Tetuán,913980721,,,,913980722,http://www.educa.madrid.org/em.manuelvazquezmontalban.madrid,em.manuelvazquezmontalban.madrid@educa.madrid.org,,439755.0,4478771.0,ALTA,2005-01-25,-3.7105389477558264,40.45742200752869
28057271,RENACIMIENTO,42,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,COMUNIDAD DE MADRID,****0001*,****8732*,5,Madrid-Capital,CALLE,de Castellflorite,4,28019.0,79,Madrid,11.0,Carabanchel,914615211,,,,915256849,http://www.educa.madrid.org/ies.renacimiento.madrid,ies.renacimiento.madrid@educa.madrid.org,,437410.0,4471756.0,ALTA,2001-06-28,-3.7375035357878175,40.39405484822344
28057295,NEMOMARLIN LA VAGUADA,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"NEMOMARLIN FRANCHISE, S.L.",****3806*,,5,Madrid-Capital,CALLE,de Fermín Caballero,61,28034.0,79,Madrid,8.0,Fuencarral-El Pardo,917397984,606207503,,,,,lavaguada@escuelanemomarlin.com,,439777.0,4481533.0,ALTA,2001-05-04,-3.7105416906222817,40.48230473435318
28057349,HOSPITAL INFANTIL SAN RAFAEL,21,CPR EE,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,PRIVADO CONCERTADO,ORDEN HOSPITALARIA DE SAN JUAN DE DIOS,****0053*,,5,Madrid-Capital,AVDA,de Concha Espina,32,28036.0,79,Madrid,5.0,Chamartín,915641656,,,,915635005,http://www.sanrafaelcolegio.com,cc.hsanrafael.madrid@educa.madrid.org,raquel.fernandezg@sjd.es,442368.0,4478066.0,ALTA,2001-05-04,-3.679658925117447,40.45125636395971
28057350,GARABATOS Y OCHO PATOS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"GARABATOS Y OCHO PATOS, S.L.",****9696*,,5,Madrid-Capital,CALLE,de Melilla,6,28005.0,79,Madrid,2.0,Arganzuela,914740446,914740446,914740446,914740446,914740446,,secretaria.garabatosyochopatos@gmail.com,secretaria@garabatosyochopatos.com,439708.0,4472562.0,ALTA,2001-05-07,-3.7105043335569254,40.401485209956626
28057431,LA CORNISA,3,EEI,ESCUELA INFANTIL,PÚBLICO,AYUNTAMIENTO,****7900*,,5,Madrid-Capital,CALLE,del Cristo de la Victoria,23,28026.0,79,Madrid,12.0,Usera,917920520,,,,,http://www.educa.madrid.org/eei.lacornisa.madrid,eei.lacornisa.madrid@educa.madrid.org,,440438.0,4470295.0,ALTA,2001-12-13,-3.7016903386882887,40.3811154451284
28057601,MININANOS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"CULTURAL ESNODA, S.L.",****2634*,,5,Madrid-Capital,CALLE,de Lérida,93,28020.0,79,Madrid,6.0,Tetuán,608007124,667643968,667643968,,,http://www.mininanos.com,administracion@mininanos.com,info@mininanos.com,440708.0,4478879.0,ALTA,2001-05-18,-3.699310005416414,40.45846345672656
28057647,LUNALU,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"MADRID LUNALU, S.L.",****3819*,,5,Madrid-Capital,CALLE,del Corregidor Juan Francisco de Luján,81,28030.0,79,Madrid,14.0,Moratalaz,919281414,620873048,,,,,paulafernandezmo@hotmail.es,,445134.0,4472581.0,ALTA,2001-06-13,-3.6465679322835944,40.402031583786055
28057696,EL DUENDE,3,EEI,ESCUELA INFANTIL,PÚBLICO,AYUNTAMIENTO,****7900*,,5,Madrid-Capital,PLAZA,del Dos de Mayo,2,28004.0,79,Madrid,1.0,Centro,915235187,915227256,,,915227256,http://www.educa.madrid.org/eei.elduende.madrid,eei.elduende.madrid@educa.madrid.org,,440232.0,4475368.0,ALTA,2001-12-13,-3.7045933814706724,40.42680076448406
28057763,NUESTRA SEÑORA DE LA ENCARNACION,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,MISIONERAS DE JESUS MARIA Y JOSE,****2869*,,5,Madrid-Capital,PLAZA,de la Inmaculada Concepción,1,28019.0,79,Madrid,11.0,Carabanchel,611482537,619256350,,,,http://escuelainfantilencarnacion.blogspot.com.es/,cc.ntrasradelaencarnacion.madrid@educa.madrid.org,cei.nsencarnacion@misionerasjmj.com,439588.0,4471605.0,ALTA,2001-07-26,-3.7118275554657147,40.39285539128927
28057805,LAS ROSAS,31,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,PÚBLICO,COMUNIDAD DE MADRID,****0001*,****0142*,5,Madrid-Capital,CALLE,de Arcos de Jalón,9,28037.0,79,Madrid,20.0,San Blas-Canillejas,913065816,,,,913132523,http://www.educa.madrid.org/cepa.lasrosas.madrid,cepa.lasrosas.madrid@educa.madrid.org,,447088.0,4474704.0,ALTA,2002-02-07,-3.6237189072828113,40.42128335828307
28057866,RUIZ JIMENEZ,3,EEI,ESCUELA INFANTIL,PÚBLICO,AYUNTAMIENTO,****7900*,,5,Madrid-Capital,CALLE,de José Picón,17,28028.0,79,Madrid,4.0,Salamanca,911694809,656799538,,,911694809,http://www.educa.madrid.org/eei.ruizjimenez.madrid,eei.ruizjimenez.madrid@educa.madrid.org,,442977.0,4476271.0,ALTA,2001-12-13,-3.672316280418343,40.435128127782015
28057921,OSOBUCO II,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"JORGENSEN & JIM, S.L.",****0213*,,5,Madrid-Capital,AVDA,de Alfonso XIII,30,28002.0,79,Madrid,5.0,Chamartín,914139286,637855184,,,,http://OSOBUCO.NET,osobuco@osobuco.net,osobuco2@osobuco.net,443426.0,4478001.0,ALTA,2001-09-10,-3.6671768629457593,40.450743495315635
28058032,VILLA DE VALLECAS (ESC. MUN. MUSICA),185,E MUN.MUSICA,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,AYUNTAMIENTO,****7900*,,5,Madrid-Capital,CALLE,de Agustin Garcia Malla,4,28031.0,79,Madrid,18.0,Villa de Vallecas,913013502,,,,913013503,http://www.educa.madrid.org/em.villadevallecas.madrid,em.villadevallecas.madrid@educa.madrid.org,,447676.0,4470328.0,ALTA,2001-11-14,-3.616428336955645,40.38189867546575
28058081,NUESTRA SEÑORA DEL CAMINO,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,ASOCIACIÓN JARDÍN DE INFANCIA NUESTRA SEÑORA DEL CAMINO,****2378*,,5,Madrid-Capital,CALLE,de Martínez de la Riva,127,28018.0,79,Madrid,13.0,Puente de Vallecas,917862331,609765106,,,,http://caminoinfantil.com,cc.nscamino.madrid@educa.madrid.org,caminoInfantil@planalfa.es,443665.0,4470828.0,ALTA,2001-10-26,-3.663723185173674,40.386141447129695
28058135,TRES OLIVOS,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION DALES LA PALABRA,****5560*,,5,Madrid-Capital,CALLE,de Casildea de Vandalia,3,28034.0,79,Madrid,8.0,Fuencarral-El Pardo,917355160,,,,917352333,http://www.colegiotresolivos.org,cc.tresolivos.madrid@educa.madrid.org,acanizares@colegiotresolivos.org,441658.0,4483377.0,ALTA,2001-09-10,-3.688519997745595,40.49905049609917
28058241,PEDAGOGIA WALDORF DE ARAVACA,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO,ESCUELA WALDORF DE ARAVACA,****8394*,,5,Madrid-Capital,CALLE,de Zenit,10,28023.0,79,Madrid,9.0,Moncloa-Aravaca,917402047,913071210,,,,http://www.waldorfaravaca.es,info@waldorfaravaca.es,sandradiaz@waldorfaravaca.es,433008.0,4479505.0,ALTA,2001-11-26,-3.7901847747172166,40.4635175468046
28058263,GARABATOS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"ENSEÑANZA INFANTIL GARABATOS, S.L.",****6700*,,5,Madrid-Capital,CALLE,de Joaquín Jorge Alarcón,47-49,28035.0,79,Madrid,8.0,Fuencarral-El Pardo,913163140,645764815,,,,,garabatosmadrid@gmail.com,,438714.0,4480958.0,ALTA,2001-11-26,-3.723026992288029,40.477047161248336
28058275,BAMBIS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,MARIA MERCEDES GARCIA GONZALO,***1744**,,5,Madrid-Capital,CALLE,de Pico de Montanchez,12,28031.0,79,Madrid,18.0,Villa de Vallecas,913320691,,,,913320691,,escuelainfantilbambis@hotmail.com,,447333.0,4469883.0,ALTA,2001-11-26,-3.6204322139296816,40.37786820301734
28058317,LAZARO,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"GUARDERIA LAZARO, S.L.",****9495*,,5,Madrid-Capital,CALLE,de los Hermanos Gómez,42,28017.0,79,Madrid,15.0,Ciudad Lineal,914086800,,,,,http://www.escuelainfantillazaro.com,info@escuelainfantillazaro.com,,444894.0,4475605.0,ALTA,2001-12-11,-3.649658002408479,40.42925766204525
28058391,SAN SIMON Y SAN JUDAS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,PARROQUIA DE SAN SIMON Y SAN JUDAS,****0252*,,5,Madrid-Capital,CALLE,de Trévelez,s/n,28041.0,79,Madrid,12.0,Usera,913179288,648820057,,,,,cc.sansimonysanjudas.madrid@educa.madrid.org,eisansimon@escuelainfantilsansimonysanjudas.com,440486.0,4469119.0,ALTA,2001-12-20,-3.701015094292035,40.370524831401724
28058603,NUMANCIA,42,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,COMUNIDAD DE MADRID,****0001*,****1244*,5,Madrid-Capital,CALLE,de Las Marismas,14,28038.0,79,Madrid,13.0,Puente de Vallecas,915015001,,,,915014989,http://www.educa.madrid.org/ies.numancia.madrid,ies.numancia.madrid@educa.madrid.org,,444464.0,4472602.0,ALTA,2002-07-11,-3.6544648885175453,40.40217634611144
28058792,CENTRO DE DANZA CARMEN ROCHE,158,CAU PROF DANZA,CENTRO AUTORIZADO PROFESIONAL DE DANZA,PRIVADO,"LUCIEMI, S.L.U.",****5937*,,5,Madrid-Capital,CALLE,de Coslada,7,28028.0,79,Madrid,4.0,Salamanca,913610247,,,,,,secretary@nachoduatoacademy.com,emajovanovich@nachoduatoacademy.com,442729.0,4476533.0,ALTA,2002-03-07,-3.6752636866219226,40.437471312718884
28058950,ALICIA,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,MARIA LUISA DIAZ ALSINA,***2112**,,5,Madrid-Capital,CALLE,de Ferraz,60,28008.0,79,Madrid,9.0,Moncloa-Aravaca,915484132,629280070,629280070,,,http://www.escuelainfantilalicia.es,alicia1@escuelainfantilalicia.es,escuelaalicia@gmail.com,439022.0,4475508.0,ALTA,2002-05-22,-3.7188702109789586,40.4279741346635
28059048,MI PRIMER COLE 3,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,SUSANA GARCIA SCHÖRDTER,***0784**,,5,Madrid-Capital,CALLE,de la Vereda del Carmen,9,28017.0,79,Madrid,15.0,Ciudad Lineal,913771009,619466989,,,,,recursoshumanos@miprimercole.es,direccion@miprimercole.es,444770.0,4475676.0,ALTA,2002-06-11,-3.651125947804032,40.42988904544349
28059051,SAN GABRIEL ARCANGEL,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,FUNDACIÓN ESCOLAPIAS MONTAL,****6895*,,5,Madrid-Capital,CALLE,de la Isla de Nelsón,1,28035.0,79,Madrid,9.0,Moncloa-Aravaca,913165945,,,,sin fax,,cc.sangabrielarcangel.madrid@educa.madrid.org,direccionge@fundacionescolapias.com,438693.0,4479625.0,ALTA,2002-06-26,-3.7231458966682958,40.46503748321524
28059115,MARGAL,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,Dª VIRGINIA CORROCHANO PEDRAZA,***9188**,,5,Madrid-Capital,CALLE,Alto del León,6,28038.0,79,Madrid,13.0,Puente de Vallecas,625385888,914303211,,,,http://www.escuelainfantilmargal.com,directora@escuelainfantilmargal.com,directora.eimargal@gmail.com,444017.0,4472326.0,ALTA,2002-04-04,-3.659707965449459,40.39966004439084
28059127,SEK-SANTA ISABEL,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO,"SEK SAN ILDEFONSO, S.L.",,,5,Madrid-Capital,CALLE,de San Ildefonso,18,28012.0,79,Madrid,1.0,Centro,915279094,,,,915395583,http://www.sek.es.,sek-santaisabel@sek.es,jennifer.pro@sek.es,440908.0,4473548.0,ALTA,2003-11-21,-3.6964556175245256,40.41045361812837
28059139,JAIZKIBEL,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,LAURA GONZALEZ COITO Y PATRICIA GARCIA CARTAGENA,***8145**,,5,Madrid-Capital,CALLE,de José del Hierro,29,28027.0,79,Madrid,15.0,Ciudad Lineal,913670322,699555123,609622403,,,,patgarcia88@yahoo.es,laurameyi@hotmail.com,445256.0,4476768.0,ALTA,2002-04-24,-3.645490735897419,40.43975850939036
28059152,LAS ACACIAS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"PROACACIAS EDUCACIÓN,  S. L., SDAD. UNIPERSONAL",****7051*,,5,Madrid-Capital,CALLE,de Francisco de Diego,44,28040.0,79,Madrid,9.0,Moncloa-Aravaca,914502278,607567252,,,,www.escuelainfantilacacias.es,proacacias@hotmail.com,,439326.0,4478708.0,ALTA,2002-04-26,-3.715592246198658,40.45682326869743
28059176,GARABATOS Y OCHO PATOS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"GARABATOS Y OCHO PATOS, S.L.",****9696*,,5,Madrid-Capital,CALLE,del Laurel,33,28005.0,79,Madrid,2.0,Arganzuela,,914737344,,,,,,secretaria@garabatosyochopatos.com,440267.0,4472632.0,ALTA,2002-04-26,-3.703923902744477,40.402156093033945
28059280,VICTORIA DE LOS ANGELES,131,CPROF MUS,CONSERVATORIO PROFESIONAL DE MÚSICA,PÚBLICO,COMUNIDAD DE MADRID,****0001*,****1253*,5,Madrid-Capital,AVDA,de la Felicidad,27,28041.0,79,Madrid,17.0,Villaverde,913180342,,,,913180347,http://www.educa.madrid.org/cpm.victoriadelosangeles.madrid,cpm.victoriadelosangeles.madrid@educa.madrid.org,,441517.0,4467890.0,ALTA,2002-07-25,-3.6887590856760033,40.35952625777036
28059292,CARMEN AMAYA,151,CPROF DANZA,CONSERVATORIO PROFESIONAL DE DANZA,PÚBLICO,COMUNIDAD DE MADRID,****0001*,****0148*,5,Madrid-Capital,AVDA,de la Felicidad,27,28041.0,79,Madrid,17.0,Villaverde,913170013,,,,913170586,http://www.educa.madrid.org/cpd.carmenamaya.madrid,cpd.carmenamaya.madrid@educa.madrid.org,carmenamaya@conservatoriodanza.com,441517.0,4467890.0,ALTA,2002-07-25,-3.6887590856760033,40.35952625777036
28059334,LAS GAVIOTAS,4,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO CONCERTADO,CONGREGACION DE LA SAGRADA FAMILIA,****0979*,,5,Madrid-Capital,CALLE,de Medina de Pomar,11,28042.0,79,Madrid,21.0,Barajas,913120586,,,,913120586,,cc.lasgaviotas.madrid@educa.madrid.org,lasgaviotas@planalfa.es,450393.0,4478104.0,ALTA,2002-11-04,-3.5850274670157556,40.45211637086989
28059346,GRAZALEMA,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,FUNDACIÓN MATER AMABILIS,****1991*,,5,Madrid-Capital,PLAZA,de la Sierra de Grazalema,1,28031.0,79,Madrid,18.0,Villa de Vallecas,913327569,,,,913327569,http://www.educa.madrid.org/cc.grazalema.madrid,cc.grazalema.madrid@educa.madrid.org,escuelagrazalema@gmail.com,447519.0,4469393.0,ALTA,2002-12-03,-3.618200857181014,40.37346567870787
28059361,DISTRITO CENTRO,31,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,PÚBLICO,COMUNIDAD DE MADRID,****0001*,****0153*,5,Madrid-Capital,CALLE,de San Bernardo (edificio I.E.S Lope de Vega),70,28015.0,79,Madrid,1.0,Centro,915329959,,,,915329959,http://www.educa.madrid.org/cepa.centro.madrid,cepa.centro.madrid@educa.madrid.org,,440080.0,4475389.0,ALTA,2003-10-16,-3.706387130259797,40.426979007977245
28059425,"CEN-TALLER NORTE JOVEN,VILLA DE VALLECAS",37,CPRIEPA,CENTRO PRIVADO DE EDUCACIÓN DE PERSONAS ADULTAS,PRIVADO,ASOCIACION CULTURAL NORTE JOVEN,****0575*,,5,Madrid-Capital,CALLE,de Peña Veiga,s/n,28031.0,79,Madrid,18.0,Villa de Vallecas,917787095,,,,917785046,,vallecas@nortejoven.org,,447121.0,4469823.0,ALTA,2002-05-30,-3.6229245163291814,40.37731425713681
28059474,LOS ANGELES,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,FUNDACIÓN PÍA AUTÓNOMA COLEGIO DIOCESANO CRISTO DE LA GUÍA,****2271*,,5,Madrid-Capital,CALLE,del Camino Viejo de Leganés,186,28019.0,79,Madrid,11.0,Carabanchel,914618616,617629143,,,914618616,,cc.losangeles.madrid@educa.madrid.org,lacdireccion@hotmail.com,437673.0,4469905.0,ALTA,2002-08-29,-3.734223737175907,40.377399912695225
28059486,BAMBINOS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,ADELA MARIA BALLESTER DE GREGORIO,***8525*,,5,Madrid-Capital,CALLE,del Concejal Francisco José Jiménez Martín,142,28047.0,79,Madrid,10.0,Latina,914637975,685179914,,,914637975,,info@eibambinos.com,,436410.0,4472449.0,ALTA,2002-08-29,-3.749354888030469,40.40022192870197
28059577,JARDIIMAR,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,VIRGINIA FERNANDEZ TOMICO,***2661**,,5,Madrid-Capital,CALLE,de Cobos de Segovia,5,28005.0,79,Madrid,2.0,Arganzuela,913658580,646983464,,,913658580,www.jardiimar.es,virginiafdezt@gmail.com,direccion@jardiimar.es,438992.0,4473096.0,ALTA,2002-11-04,-3.7189925128126577,40.40624357651535
28059620,EL PINAR,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"EL PINAR INFANTIL, S.L.",****4713*,,5,Madrid-Capital,CALLE,de Caleruega,51,28033.0,79,Madrid,15.0,Ciudad Lineal,917661154,636492506,,,,http://www.elpinar.org,elpinar@elpinar.org,,443023.0,4481387.0,ALTA,2002-11-04,-3.672233178619179,40.48121859489292
28059668,EL CAMINO,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,INSTITUTO DE HH. SANTA MARIANA DE JESUS,****0627*,,5,Madrid-Capital,CALLE,de Salitre,33,28012.0,79,Madrid,1.0,Centro,914685818,639829743,,,914685818,http://No,cc.elcamino.madrid@educa.madrid.org,centroinfantilelcamino@marianitas.e.telefonica.net,440662.0,4473353.0,ALTA,2002-12-03,-3.6993365737014345,40.408679462686464
28059671,GUIÑOL,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,FLORENCIA ROSA RUBIO MERINO,***6356**,,5,Madrid-Capital,AVDA,del Doctor García Tapia,206,28030.0,79,Madrid,14.0,Moratalaz,917726211,,,,,,rosarubiobaos@gmail.com,,446060.0,4473222.0,ALTA,2002-12-10,-3.6357104598904675,40.407866608284806
28059681,MI PRIMER COLE 2,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,ELENA GARCIA SCHÖDTER,***427K,,5,Madrid-Capital,CALLE,de Ramón de Aguinaga,5,28028.0,79,Madrid,4.0,Salamanca,913560066,629259193,619466989,,,,miprimercole2@hotmail.com,miprimercole2@gmail.com,443683.0,4475363.0,ALTA,2002-12-03,-3.663912437662753,40.426996494430604
28059693,ESPIRITU SANTO,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"ESCUELA INFANTIL ESPIRITU SANTO GUARDERIA DE PRIMER CICLO,SL",****3689*,,5,Madrid-Capital,CALLE,Ceysa,15,28017.0,79,Madrid,15.0,Ciudad Lineal,913564278,689035247,689035247,618555404,,https://escuelainfantilespiritusanto.es/,escuelainfantilbami@gmail.com,secretaria@escuelainfantilbami.es,444290.0,4475713.0,ALTA,2002-12-03,-3.6567877286498316,40.43019035314458
28059826,ARCO IRIS,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,MARTA MAESTRE FERNANDEZ,***2239**,,5,Madrid-Capital,PLAZA,del Corregidor Sancho de Córdoba,3,28030.0,79,Madrid,14.0,Moratalaz,914372185,666296921,,,,http://arcoirismoratalaz.blogspot.com.es/,arcoirismoratalaz@hotmail.com,,444591.0,4473241.0,ALTA,2005-10-24,-3.6530239775843,40.40794129235659
28059899,MARGOT,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,MARÍA BLANCO FERNÁNDEZ,***1351**,,5,Madrid-Capital,CALLE,de Valdesangil,41,28039.0,79,Madrid,9.0,Moncloa-Aravaca,913167283,,,,,http://cimargot.com,informacion@cimargot.com,informacion@cimargot.com,439236.0,4480075.0,ALTA,2002-11-14,-3.7167845211935244,40.46913113973041
